,route_id,date,mean_delay,sd_delay,n_trains,weekday,is_weekend
125,RB 63→Tübingen Hbf,2025-11-03,2.6373626373626373,4.211314629238906,182,0,False
126,RB 63→Tübingen Hbf,2025-11-04,1.6042780748663101,1.9766330903512526,187,1,False
127,RB 63→Tübingen Hbf,2025-11-05,1.3191489361702127,2.0250451422046813,188,2,False
128,RB 63→Tübingen Hbf,2025-11-06,1.1702127659574468,1.337555419391328,188,3,False
129,RB 63→Tübingen Hbf,2025-11-07,1.8288770053475936,2.5384400257561484,187,4,False
130,RB 63→Tübingen Hbf,2025-11-08,0.8384615384615385,1.5086512594169177,130,5,True
131,RB 63→Tübingen Hbf,2025-11-09,2.6,5.195873502047116,70,6,True
132,RB 63→Tübingen Hbf,2025-11-10,1.6296296296296295,2.3719082887617633,162,0,False
133,RB 63→Tübingen Hbf,2025-11-11,1.0158730158730158,1.3307979947904176,189,1,False
134,RB 63→Tübingen Hbf,2025-11-12,1.5359116022099448,2.50001841613843,181,2,False
135,RB 63→Tübingen Hbf,2025-11-13,1.5195530726256983,3.100092028577637,179,3,False
136,RB 63→Tübingen Hbf,2025-11-14,2.08,2.5762844135130627,175,4,False
137,RB 63→Tübingen Hbf,2025-11-15,0.7724137931034483,1.3475534806239653,145,5,True
138,RB 63→Tübingen Hbf,2025-11-16,0.865979381443299,1.4188380367647486,97,6,True
139,RB 63→Tübingen Hbf,2025-11-17,1.4736842105263157,1.8447971170098485,152,0,False
140,RB 63→Tübingen Hbf,2025-11-18,2.411764705882353,4.705012101920708,170,1,False
141,RB 63→Tübingen Hbf,2025-11-19,3.259493670886076,5.091744760899819,158,2,False
142,RB 63→Tübingen Hbf,2025-11-20,1.052910052910053,1.7556457554023341,189,3,False
143,RB 63→Tübingen Hbf,2025-11-21,0.8877005347593583,1.3373093497524036,187,4,False
144,RB 63→Tübingen Hbf,2025-11-22,0.9251700680272109,1.8397752817442454,147,5,True
145,RB 63→Tübingen Hbf,2025-11-23,0.8552631578947368,1.902307001991151,76,6,True
146,RB 63→Tübingen Hbf,2025-11-24,2.94,3.2299562612618202,150,0,False
147,RB 63→Tübingen Hbf,2025-11-25,1.3015873015873016,1.839012113113537,189,1,False
148,RB 63→Tübingen Hbf,2025-11-26,2.398876404494382,5.114883442338217,178,2,False
149,RB 63→Tübingen Hbf,2025-11-27,1.529100529100529,2.1917276133975925,189,3,False
150,RB 63→Tübingen Hbf,2025-11-28,1.727891156462585,2.1343820225556924,147,4,False
151,RB 63→Tübingen Hbf,2025-11-29,1.37984496124031,2.8178942671390628,129,5,True
152,RB 63→Tübingen Hbf,2025-11-30,0.7547169811320755,1.0850615146460767,106,6,True
153,RB 63→Tübingen Hbf,2025-12-01,0.9574468085106383,1.581408656673387,188,0,False
154,RB 63→Tübingen Hbf,2025-12-02,0.8624338624338624,1.2256636943359271,189,1,False
155,RB 63→Tübingen Hbf,2025-12-03,1.5240641711229947,2.146066307924912,187,2,False
156,RB 63→Tübingen Hbf,2025-12-04,0.7301587301587301,1.366853225707927,189,3,False
157,RB 63→Tübingen Hbf,2025-12-05,1.092896174863388,3.3491189304114344,183,4,False
158,RB 63→Tübingen Hbf,2025-12-06,0.8243243243243243,1.9473205600223948,148,5,True
159,RB 63→Tübingen Hbf,2025-12-07,1.25,4.468464134036629,100,6,True
160,RB 63→Tübingen Hbf,2025-12-08,2.3701657458563536,4.549846697678471,181,0,False
161,RB 63→Tübingen Hbf,2025-12-09,0.9523809523809523,2.063579090467332,189,1,False
162,RB 63→Tübingen Hbf,2025-12-10,0.7103825136612022,1.2959155472586217,183,2,False
163,RB 63→Tübingen Hbf,2025-12-11,0.6608187134502924,0.9020482750226153,171,3,False
164,RB 63→Tübingen Hbf,2025-12-12,2.6482758620689655,4.405695547436861,145,4,False
165,RB 63→Tübingen Hbf,2025-12-13,0.7034482758620689,1.7083298289843505,145,5,True
166,RB 63→Tübingen Hbf,2025-12-14,37.666666666666664,63.51640208114227,3,6,True
167,S 1→Alte Wöhr (Stadtpark),2025-11-03,3.667953667953668,3.7044821069394396,518,0,False
168,S 1→Alte Wöhr (Stadtpark),2025-11-04,4.477669902912622,5.042715052908673,515,1,False
169,S 1→Alte Wöhr (Stadtpark),2025-11-05,2.99031007751938,3.6033834020958966,516,2,False
170,S 1→Alte Wöhr (Stadtpark),2025-11-06,2.7344961240310077,2.5794655760907874,516,3,False
171,S 1→Alte Wöhr (Stadtpark),2025-11-07,5.108317214700193,4.6642991439047945,517,4,False
172,S 1→Alte Wöhr (Stadtpark),2025-11-08,2.63215859030837,3.071470401866137,454,5,True
173,S 1→Alte Wöhr (Stadtpark),2025-11-09,2.9513274336283186,2.748484445731016,452,6,True
174,S 1→Alte Wöhr (Stadtpark),2025-11-10,3.5544554455445545,3.4591586723839653,505,0,False
175,S 1→Alte Wöhr (Stadtpark),2025-11-11,5.564,6.25973422319911,500,1,False
176,S 1→Alte Wöhr (Stadtpark),2025-11-12,3.4349514563106798,3.66723076264782,515,2,False
177,S 1→Alte Wöhr (Stadtpark),2025-11-13,3.708253358925144,4.0267505774021926,521,3,False
178,S 1→Alte Wöhr (Stadtpark),2025-11-14,3.3517786561264824,3.6023598973614206,506,4,False
179,S 1→Alte Wöhr (Stadtpark),2025-11-15,2.8766519823788546,3.4854134745148113,454,5,True
180,S 1→Alte Wöhr (Stadtpark),2025-11-16,1.860310421286031,2.6800495669301108,451,6,True
181,S 1→Alte Wöhr (Stadtpark),2025-11-17,3.62992125984252,5.0010699440723405,508,0,False
182,S 1→Alte Wöhr (Stadtpark),2025-11-18,3.444889779559118,4.424111207664981,499,1,False
183,S 1→Alte Wöhr (Stadtpark),2025-11-19,2.3762183235867447,2.4070168678764436,513,2,False
184,S 1→Alte Wöhr (Stadtpark),2025-11-20,2.867052023121387,3.7739778051973674,519,3,False
185,S 1→Alte Wöhr (Stadtpark),2025-11-21,3.8850806451612905,4.548825932833723,496,4,False
186,S 1→Alte Wöhr (Stadtpark),2025-11-22,1.888157894736842,2.0719455488578946,456,5,True
187,S 1→Alte Wöhr (Stadtpark),2025-11-23,1.6487341772151898,6.997507377896584,316,6,True
188,S 1→Alte Wöhr (Stadtpark),2025-11-24,3.3187772925764194,6.039885393742906,458,0,False
189,S 1→Alte Wöhr (Stadtpark),2025-11-25,2.7648221343873516,2.978807600496619,506,1,False
190,S 1→Alte Wöhr (Stadtpark),2025-11-26,2.7857142857142856,3.1399387339297378,518,2,False
191,S 1→Alte Wöhr (Stadtpark),2025-11-27,4.39,5.235716326435362,500,3,False
192,S 1→Alte Wöhr (Stadtpark),2025-11-28,3.9860834990059644,4.208439297850371,503,4,False
193,S 1→Alte Wöhr (Stadtpark),2025-11-29,2.1485587583148558,3.2554387187504843,451,5,True
194,S 1→Alte Wöhr (Stadtpark),2025-11-30,1.7438752783964366,3.5743211321645934,449,6,True
195,S 1→Alte Wöhr (Stadtpark),2025-12-01,2.3898635477582846,3.1331229710397444,513,0,False
196,S 1→Alte Wöhr (Stadtpark),2025-12-02,1.9009708737864077,2.0903472402338146,515,1,False
197,S 1→Alte Wöhr (Stadtpark),2025-12-03,2.1525096525096523,3.25954979550025,518,2,False
198,S 1→Alte Wöhr (Stadtpark),2025-12-04,3.38715953307393,3.7468518957246877,514,3,False
199,S 1→Alte Wöhr (Stadtpark),2025-12-05,2.2209302325581395,2.583297341074892,516,4,False
200,S 1→Alte Wöhr (Stadtpark),2025-12-06,1.5758241758241758,2.6719022847473353,455,5,True
201,S 1→Alte Wöhr (Stadtpark),2025-12-07,1.342920353982301,1.6201662510384134,452,6,True
202,S 1→Alte Wöhr (Stadtpark),2025-12-08,2.0155642023346303,2.1995372038396406,514,0,False
203,S 1→Alte Wöhr (Stadtpark),2025-12-09,2.5264187866927594,2.6720754019461315,511,1,False
204,S 1→Alte Wöhr (Stadtpark),2025-12-10,2.200389105058366,3.567877021002277,514,2,False
205,S 1→Alte Wöhr (Stadtpark),2025-12-11,1.9050387596899225,3.202652692743849,516,3,False
206,S 1→Alte Wöhr (Stadtpark),2025-12-12,2.506769825918762,2.5446502271063838,517,4,False
207,S 1→Alte Wöhr (Stadtpark),2025-12-13,1.8399122807017543,2.649202076218433,456,5,True
208,S 1→Alte Wöhr (Stadtpark),2025-12-14,3.130434782608696,2.9434727144231116,23,6,True
209,S 1→Bahrenfeld,2025-11-03,4.2578125,4.031181970860629,512,0,False
210,S 1→Bahrenfeld,2025-11-04,4.658823529411765,4.93148245884353,510,1,False
211,S 1→Bahrenfeld,2025-11-05,3.4862745098039216,3.6816872577645054,510,2,False
212,S 1→Bahrenfeld,2025-11-06,3.2529411764705882,2.711530566349951,510,3,False
213,S 1→Bahrenfeld,2025-11-07,5.465753424657534,4.686474214021584,511,4,False
214,S 1→Bahrenfeld,2025-11-08,2.70704845814978,2.6900345258762024,454,5,True
215,S 1→Bahrenfeld,2025-11-09,2.825221238938053,2.5511149155543484,452,6,True
216,S 1→Bahrenfeld,2025-11-10,4.336693548387097,3.7954710324837078,496,0,False
217,S 1→Bahrenfeld,2025-11-11,6.1232604373757455,5.5603100197473365,503,1,False
218,S 1→Bahrenfeld,2025-11-12,3.5515873015873014,2.73358419751942,504,2,False
219,S 1→Bahrenfeld,2025-11-13,4.1242718446601945,4.227031457821429,515,3,False
220,S 1→Bahrenfeld,2025-11-14,3.954,3.6218945650696344,500,4,False
221,S 1→Bahrenfeld,2025-11-15,2.684326710816777,2.9710471321009853,453,5,True
222,S 1→Bahrenfeld,2025-11-16,1.8930957683741647,2.804997372707722,449,6,True
223,S 1→Bahrenfeld,2025-11-17,3.899209486166008,4.288104588044565,506,0,False
224,S 1→Bahrenfeld,2025-11-18,3.938650306748466,4.545345193568201,489,1,False
225,S 1→Bahrenfeld,2025-11-19,2.8133595284872297,2.3195799388953504,509,2,False
226,S 1→Bahrenfeld,2025-11-20,2.7416829745596867,2.650897795620799,511,3,False
227,S 1→Bahrenfeld,2025-11-21,4.212121212121212,4.561040631829199,495,4,False
228,S 1→Bahrenfeld,2025-11-22,2.2947598253275108,2.1665890583770575,458,5,True
229,S 1→Bahrenfeld,2025-11-23,1.5254777070063694,2.600255688056735,314,6,True
230,S 1→Bahrenfeld,2025-11-24,3.4491150442477876,5.262474282954091,452,0,False
231,S 1→Bahrenfeld,2025-11-25,3.75,3.3077761057137867,500,1,False
232,S 1→Bahrenfeld,2025-11-26,3.5059055118110236,3.0006515674630867,508,2,False
233,S 1→Bahrenfeld,2025-11-27,5.563524590163935,6.095413621995918,488,3,False
234,S 1→Bahrenfeld,2025-11-28,4.661322645290581,4.539820142009527,499,4,False
235,S 1→Bahrenfeld,2025-11-29,2.269487750556793,3.3469042139523415,449,5,True
236,S 1→Bahrenfeld,2025-11-30,2.048780487804878,3.318274929761715,451,6,True
237,S 1→Bahrenfeld,2025-12-01,3.4217821782178217,3.345561023740359,505,0,False
238,S 1→Bahrenfeld,2025-12-02,2.598825831702544,2.128591219424211,511,1,False
239,S 1→Bahrenfeld,2025-12-03,2.8858267716535435,4.377497135252495,508,2,False
240,S 1→Bahrenfeld,2025-12-04,3.7244094488188977,3.6996234476641274,508,3,False
241,S 1→Bahrenfeld,2025-12-05,2.501953125,2.501662088148174,512,4,False
242,S 1→Bahrenfeld,2025-12-06,1.6505494505494505,2.724273884843771,455,5,True
243,S 1→Bahrenfeld,2025-12-07,1.6106194690265487,2.4708809826628375,452,6,True
244,S 1→Bahrenfeld,2025-12-08,2.4063116370808677,2.406471759561675,507,0,False
245,S 1→Bahrenfeld,2025-12-09,3.110891089108911,2.9458708319193114,505,1,False
246,S 1→Bahrenfeld,2025-12-10,2.8075396825396823,3.9995853038528804,504,2,False
247,S 1→Bahrenfeld,2025-12-11,1.892578125,2.199934084084127,512,3,False
248,S 1→Bahrenfeld,2025-12-12,3.1800391389432487,2.6581124067827897,511,4,False
249,S 1→Bahrenfeld,2025-12-13,2.150110375275938,2.6581784361494267,453,5,True
250,S 1→Bahrenfeld,2025-12-14,2.782608695652174,2.539801741352166,23,6,True
251,S 1→Barmbek,2025-11-03,3.305927342256214,3.715209400728639,523,0,False
252,S 1→Barmbek,2025-11-04,4.100970873786408,5.034656065858386,515,1,False
253,S 1→Barmbek,2025-11-05,2.6705426356589146,3.6507725603629506,516,2,False
254,S 1→Barmbek,2025-11-06,2.3687258687258685,2.6228328473636267,518,3,False
255,S 1→Barmbek,2025-11-07,4.792233009708738,4.672705939991515,515,4,False
256,S 1→Barmbek,2025-11-08,2.263157894736842,3.0614300517613735,456,5,True
257,S 1→Barmbek,2025-11-09,2.564159292035398,2.7185571449170496,452,6,True
258,S 1→Barmbek,2025-11-10,3.286282306163022,3.481532195758734,503,0,False
259,S 1→Barmbek,2025-11-11,5.244,6.22720001606502,500,1,False
260,S 1→Barmbek,2025-11-12,3.100970873786408,3.660375029839456,515,2,False
261,S 1→Barmbek,2025-11-13,3.3550863723608444,4.10237009851839,521,3,False
262,S 1→Barmbek,2025-11-14,3.0434782608695654,3.6000669625952866,506,4,False
263,S 1→Barmbek,2025-11-15,2.504385964912281,3.1280339041718763,456,5,True
264,S 1→Barmbek,2025-11-16,1.4922048997772828,2.6643407106089274,449,6,True
265,S 1→Barmbek,2025-11-17,3.3602362204724407,4.999620650629829,508,0,False
266,S 1→Barmbek,2025-11-18,3.1345381526104417,4.397728045173557,498,1,False
267,S 1→Barmbek,2025-11-19,2.0448343079922027,2.408468462284834,513,2,False
268,S 1→Barmbek,2025-11-20,2.529865125240848,3.756920792720754,519,3,False
269,S 1→Barmbek,2025-11-21,3.4879032258064515,4.503629831065417,496,4,False
270,S 1→Barmbek,2025-11-22,1.5526315789473684,2.0620787772895177,456,5,True
271,S 1→Barmbek,2025-11-23,1.490506329113924,7.00588675805044,316,6,True
272,S 1→Barmbek,2025-11-24,3.096069868995633,6.070658514917117,458,0,False
273,S 1→Barmbek,2025-11-25,2.411067193675889,2.9965319967184163,506,1,False
274,S 1→Barmbek,2025-11-26,2.4845559845559846,3.1202143852956468,518,2,False
275,S 1→Barmbek,2025-11-27,4.146,5.313487583555759,500,3,False
276,S 1→Barmbek,2025-11-28,3.6640159045725644,4.2205668620692105,503,4,False
277,S 1→Barmbek,2025-11-29,1.9028697571743929,3.1921246667175356,453,5,True
278,S 1→Barmbek,2025-11-30,1.4053452115812917,3.5726600644850786,449,6,True
279,S 1→Barmbek,2025-12-01,2.152641878669276,3.1405300955892046,511,0,False
280,S 1→Barmbek,2025-12-02,1.5883495145631068,2.0953580793541575,515,1,False
281,S 1→Barmbek,2025-12-03,1.9247104247104247,3.4032819825193767,518,2,False
282,S 1→Barmbek,2025-12-04,3.0797665369649807,3.7233077509328725,514,3,False
283,S 1→Barmbek,2025-12-05,1.9111969111969112,2.5973930755671133,518,4,False
284,S 1→Barmbek,2025-12-06,1.293598233995585,2.654913392450459,453,5,True
285,S 1→Barmbek,2025-12-07,0.9977973568281938,1.5926138824940101,454,6,True
286,S 1→Barmbek,2025-12-08,1.484375,2.157168452823095,512,0,False
287,S 1→Barmbek,2025-12-09,2.207436399217221,2.6375909023208717,511,1,False
288,S 1→Barmbek,2025-12-10,1.7898832684824904,3.583943887328147,514,2,False
289,S 1→Barmbek,2025-12-11,1.5968992248062015,3.2219378594887838,516,3,False
290,S 1→Barmbek,2025-12-12,2.1431334622823983,2.55535921252209,517,4,False
291,S 1→Barmbek,2025-12-13,1.5548245614035088,2.6138386516053695,456,5,True
292,S 1→Barmbek,2025-12-14,2.739130434782609,2.9266392656602465,23,6,True
293,S 1→Berlin Anhalter Bahnhof,2025-11-03,2.0125786163522013,2.3629298537620564,318,0,False
294,S 1→Berlin Anhalter Bahnhof,2025-11-04,2.158301158301158,3.163815313084619,259,1,False
295,S 1→Berlin Anhalter Bahnhof,2025-11-05,2.0253968253968253,5.375634113209174,315,2,False
296,S 1→Berlin Anhalter Bahnhof,2025-11-06,1.4368600682593857,1.690102038808582,293,3,False
